User_ID,Timestamp,Event_Name,Device,Channel,User_Type
U1050,4/5/25 01:59,Viewed Premium Options,Tablet,Paid Ads,Returning
U1050,4/5/25 02:39,Started Application,Desktop,Organic,Returning
U1050,4/5/25 02:45,Uploaded Documents,Desktop,Paid Ads,New
U1050,4/5/25 03:27,Purchased Policy,Desktop,Referral,Returning
U1051,4/5/25 00:17,Visited Website,Mobile,Email Campaign,New
U1051,4/5/25 00:37,Requested Quote,Tablet,Referral,New
U1051,4/5/25 00:43,Completed Eligibility Check,Tablet,Email Campaign,Returning
U1051,4/5/25 00:55,Viewed Premium Options,Mobile,Organic,New
U1052,4/10/25 00:21,Visited Website,Tablet,Email Campaign,New
U1053,4/3/25 00:17,Visited Website,Desktop,Organic,New
U1053,4/3/25 00:30,Requested Quote,Tablet,Paid Ads,Returning
U1053,4/3/25 01:28,Completed Eligibility Check,Mobile,Paid Ads,Returning
U1054,4/2/25 00:06,Visited Website,Tablet,Referral,New
U1054,4/2/25 00:21,Requested Quote,Mobile,Organic,New
U1054,4/2/25 00:39,Completed Eligibility Check,Desktop,Paid Ads,Returning
U1054,4/2/25 01:16,Viewed Premium Options,Mobile,Organic,Returning
U1054,4/2/25 01:27,Started Application,Tablet,Paid Ads,Returning
U1054,4/2/25 02:19,Uploaded Documents,Desktop,Paid Ads,Returning
U1054,4/2/25 03:10,Purchased Policy,Tablet,Email Campaign,New
U1056,4/3/25 00:30,Visited Website,Mobile,Referral,New
U1056,4/3/25 01:23,Requested Quote,Desktop,Email Campaign,New
U1056,4/3/25 01:44,Completed Eligibility Check,Mobile,Organic,Returning
U1056,4/3/25 02:11,Viewed Premium Options,Tablet,Paid Ads,Returning
U1056,4/3/25 02:20,Started Application,Mobile,Referral,New
U1056,4/3/25 03:00,Uploaded Documents,Tablet,Paid Ads,Returning
U1056,4/3/25 03:28,Purchased Policy,Tablet,Paid Ads,New
U1058,4/7/25 00:59,Visited Website,Desktop,Email Campaign,Returning
U1058,4/7/25 01:04,Requested Quote,Desktop,Organic,New
U1058,4/7/25 01:29,Completed Eligibility Check,Mobile,Referral,New
U1058,4/7/25 02:16,Viewed Premium Options,Tablet,Referral,New
U1058,4/7/25 03:09,Started Application,Tablet,Referral,New
U1059,4/10/25 00:19,Visited Website,Desktop,Organic,Returning
U1059,4/10/25 00:51,Requested Quote,Desktop,Referral,New
U1059,4/10/25 01:46,Completed Eligibility Check,Desktop,Organic,New
U1059,4/10/25 02:05,Viewed Premium Options,Desktop,Referral,New
U1061,4/10/25 00:22,Visited Website,Mobile,Paid Ads,New
U1061,4/10/25 01:19,Requested Quote,Mobile,Organic,Returning
U1061,4/10/25 02:07,Completed Eligibility Check,Mobile,Email Campaign,New
U1061,4/10/25 02:14,Viewed Premium Options,Mobile,Referral,New
U1062,4/9/25 00:33,Visited Website,Desktop,Email Campaign,Returning
U1062,4/9/25 00:41,Requested Quote,Mobile,Organic,New
U1062,4/9/25 01:35,Completed Eligibility Check,Mobile,Paid Ads,New
U1062,4/9/25 02:01,Viewed Premium Options,Mobile,Email Campaign,New
U1062,4/9/25 02:28,Started Application,Desktop,Email Campaign,New
U1062,4/9/25 02:55,Uploaded Documents,Tablet,Paid Ads,Returning
U1063,4/5/25 00:25,Visited Website,Desktop,Paid Ads,Returning
U1063,4/5/25 01:04,Requested Quote,Tablet,Organic,Returning
U1063,4/5/25 01:19,Completed Eligibility Check,Tablet,Referral,Returning
U1063,4/5/25 02:10,Viewed Premium Options,Mobile,Email Campaign,Returning
U1064,4/3/25 00:58,Visited Website,Mobile,Email Campaign,Returning
U1064,4/3/25 01:51,Requested Quote,Mobile,Organic,New
U1064,4/3/25 02:44,Completed Eligibility Check,Desktop,Referral,New
U1064,4/3/25 03:02,Viewed Premium Options,Desktop,Organic,New
U1064,4/3/25 03:39,Started Application,Mobile,Email Campaign,New
U1064,4/3/25 04:32,Uploaded Documents,Desktop,Email Campaign,Returning
U1064,4/3/25 05:27,Purchased Policy,Desktop,Paid Ads,New
U1065,4/6/25 00:37,Visited Website,Tablet,Paid Ads,New
U1065,4/6/25 00:47,Requested Quote,Desktop,Referral,Returning
U1065,4/6/25 01:22,Completed Eligibility Check,Tablet,Email Campaign,New
U1065,4/6/25 02:12,Viewed Premium Options,Mobile,Email Campaign,New
U1065,4/6/25 03:08,Started Application,Desktop,Paid Ads,Returning
U1065,4/6/25 03:22,Uploaded Documents,Tablet,Organic,New
U1065,4/6/25 03:39,Purchased Policy,Desktop,Organic,New
U1067,4/4/25 00:32,Visited Website,Tablet,Email Campaign,Returning
U1068,4/1/25 00:09,Visited Website,Tablet,Email Campaign,New
U1068,4/1/25 00:20,Requested Quote,Desktop,Referral,New
U1069,4/6/25 00:27,Visited Website,Mobile,Referral,New
U1069,4/6/25 00:49,Requested Quote,Tablet,Paid Ads,New
U1069,4/6/25 01:46,Completed Eligibility Check,Mobile,Email Campaign,New
U1070,4/5/25 00:12,Visited Website,Desktop,Organic,Returning
U1070,4/5/25 00:20,Requested Quote,Desktop,Referral,New
U1070,4/5/25 00:57,Completed Eligibility Check,Mobile,Paid Ads,New
U1070,4/5/25 01:39,Viewed Premium Options,Desktop,Paid Ads,New
U1070,4/5/25 02:09,Started Application,Tablet,Organic,Returning
U1070,4/5/25 02:52,Uploaded Documents,Mobile,Referral,Returning
U1071,4/10/25 00:12,Visited Website,Desktop,Organic,Returning
U1071,4/10/25 00:37,Requested Quote,Desktop,Paid Ads,New
U1071,4/10/25 01:07,Completed Eligibility Check,Mobile,Email Campaign,New
U1071,4/10/25 01:42,Viewed Premium Options,Tablet,Organic,New
U1072,4/1/25 00:07,Visited Website,Mobile,Paid Ads,New
U1072,4/1/25 00:37,Requested Quote,Desktop,Email Campaign,New
U1072,4/1/25 01:32,Completed Eligibility Check,Desktop,Email Campaign,Returning
U1072,4/1/25 02:26,Viewed Premium Options,Mobile,Referral,New
U1072,4/1/25 02:33,Started Application,Tablet,Referral,New
U1072,4/1/25 03:27,Uploaded Documents,Tablet,Paid Ads,Returning
U1072,4/1/25 03:44,Purchased Policy,Tablet,Organic,Returning
U1073,4/2/25 00:25,Visited Website,Mobile,Email Campaign,Returning
U1074,4/6/25 00:36,Visited Website,Tablet,Referral,Returning
U1074,4/6/25 01:01,Requested Quote,Tablet,Referral,Returning
U1074,4/6/25 01:25,Completed Eligibility Check,Tablet,Organic,New
U1074,4/6/25 02:06,Viewed Premium Options,Tablet,Referral,New
U1074,4/6/25 02:35,Started Application,Desktop,Paid Ads,New
U1074,4/6/25 02:58,Uploaded Documents,Mobile,Organic,New
U1074,4/6/25 03:44,Purchased Policy,Mobile,Email Campaign,New
U1075,4/9/25 00:10,Visited Website,Tablet,Paid Ads,Returning
U1075,4/9/25 00:39,Requested Quote,Mobile,Email Campaign,New
U1075,4/9/25 01:13,Completed Eligibility Check,Mobile,Email Campaign,New
U1075,4/9/25 01:40,Viewed Premium Options,Desktop,Referral,Returning
U1075,4/9/25 02:10,Started Application,Mobile,Paid Ads,Returning
U1075,4/9/25 02:22,Uploaded Documents,Desktop,Paid Ads,New
U1075,4/9/25 03:03,Purchased Policy,Mobile,Organic,New
U1076,4/9/25 00:49,Visited Website,Desktop,Paid Ads,Returning
U1076,4/9/25 01:19,Requested Quote,Desktop,Organic,New
U1076,4/9/25 02:09,Completed Eligibility Check,Mobile,Paid Ads,Returning
U1076,4/9/25 02:45,Viewed Premium Options,Desktop,Email Campaign,New
U1076,4/9/25 03:20,Started Application,Desktop,Organic,Returning
U1076,4/9/25 03:36,Uploaded Documents,Mobile,Paid Ads,Returning
U1078,4/6/25 00:38,Visited Website,Desktop,Organic,Returning
U1078,4/6/25 01:02,Requested Quote,Desktop,Referral,New
U1078,4/6/25 01:39,Completed Eligibility Check,Desktop,Referral,Returning
U1078,4/6/25 01:47,Viewed Premium Options,Desktop,Organic,Returning
U1078,4/6/25 02:34,Started Application,Desktop,Organic,New
U1078,4/6/25 03:30,Uploaded Documents,Tablet,Email Campaign,New
U1078,4/6/25 03:53,Purchased Policy,Desktop,Paid Ads,New
U1079,4/5/25 00:13,Visited Website,Desktop,Referral,Returning
U1080,4/1/25 00:49,Visited Website,Desktop,Referral,Returning
U1080,4/1/25 01:11,Requested Quote,Desktop,Paid Ads,Returning
U1080,4/1/25 01:48,Completed Eligibility Check,Mobile,Referral,New
U1081,4/6/25 00:09,Visited Website,Tablet,Referral,New
U1081,4/6/25 00:31,Requested Quote,Mobile,Organic,Returning
U1081,4/6/25 00:36,Completed Eligibility Check,Tablet,Referral,New
U1081,4/6/25 00:48,Viewed Premium Options,Desktop,Referral,New
U1082,4/9/25 00:59,Visited Website,Desktop,Referral,Returning
U1082,4/9/25 01:21,Requested Quote,Tablet,Paid Ads,Returning
U1082,4/9/25 01:56,Completed Eligibility Check,Tablet,Email Campaign,New
U1082,4/9/25 02:18,Viewed Premium Options,Mobile,Organic,Returning
U1082,4/9/25 03:01,Started Application,Tablet,Email Campaign,New
U1083,4/6/25 00:18,Visited Website,Desktop,Referral,New
U1083,4/6/25 01:10,Requested Quote,Mobile,Referral,Returning
U1083,4/6/25 01:52,Completed Eligibility Check,Tablet,Referral,Returning
U1083,4/6/25 02:12,Viewed Premium Options,Tablet,Email Campaign,New
U1083,4/6/25 02:32,Started Application,Mobile,Paid Ads,New
U1084,4/5/25 00:29,Visited Website,Tablet,Paid Ads,Returning
U1084,4/5/25 00:38,Requested Quote,Desktop,Organic,New
U1085,4/3/25 00:26,Visited Website,Mobile,Email Campaign,New
U1085,4/3/25 01:14,Requested Quote,Tablet,Paid Ads,New
U1086,4/2/25 00:43,Visited Website,Desktop,Organic,New
U1086,4/2/25 01:32,Requested Quote,Tablet,Referral,New
U1086,4/2/25 02:10,Completed Eligibility Check,Mobile,Referral,Returning
U1086,4/2/25 02:19,Viewed Premium Options,Tablet,Organic,New
U1086,4/2/25 02:46,Started Application,Tablet,Paid Ads,New
U1086,4/2/25 03:40,Uploaded Documents,Tablet,Email Campaign,Returning
U1086,4/2/25 04:07,Purchased Policy,Desktop,Organic,Returning
U1087,4/6/25 00:17,Visited Website,Desktop,Paid Ads,Returning
U1087,4/6/25 00:55,Requested Quote,Tablet,Organic,New
U1087,4/6/25 01:36,Completed Eligibility Check,Tablet,Paid Ads,New
U1088,4/1/25 00:40,Visited Website,Mobile,Referral,Returning
U1088,4/1/25 01:36,Requested Quote,Tablet,Organic,Returning
U1088,4/1/25 02:30,Completed Eligibility Check,Mobile,Email Campaign,Returning
U1089,4/6/25 00:12,Visited Website,Desktop,Organic,Returning
U1089,4/6/25 00:33,Requested Quote,Tablet,Referral,Returning
U1090,4/5/25 00:45,Visited Website,Mobile,Referral,New
U1090,4/5/25 00:56,Requested Quote,Desktop,Paid Ads,Returning
U1090,4/5/25 01:05,Completed Eligibility Check,Mobile,Referral,New
U1090,4/5/25 01:39,Viewed Premium Options,Desktop,Paid Ads,New
U1090,4/5/25 02:08,Started Application,Tablet,Referral,Returning
U1091,4/5/25 00:20,Visited Website,Mobile,Paid Ads,Returning
U1091,4/5/25 00:37,Requested Quote,Tablet,Email Campaign,Returning
U1091,4/5/25 01:26,Completed Eligibility Check,Mobile,Paid Ads,Returning
U1091,4/5/25 01:38,Viewed Premium Options,Desktop,Paid Ads,Returning
U1091,4/5/25 02:18,Started Application,Mobile,Email Campaign,New
U1091,4/5/25 02:53,Uploaded Documents,Mobile,Paid Ads,Returning
U1091,4/5/25 03:02,Purchased Policy,Tablet,Paid Ads,Returning
U1093,4/3/25 00:40,Visited Website,Tablet,Email Campaign,New
U1093,4/3/25 01:24,Requested Quote,Tablet,Referral,Returning
U1093,4/3/25 01:58,Completed Eligibility Check,Desktop,Organic,Returning
U1093,4/3/25 02:13,Viewed Premium Options,Tablet,Paid Ads,Returning
U1094,4/6/25 00:33,Visited Website,Mobile,Referral,New
U1095,4/9/25 00:07,Visited Website,Desktop,Organic,Returning
U1095,4/9/25 00:26,Requested Quote,Tablet,Email Campaign,Returning
U1096,4/3/25 00:20,Visited Website,Mobile,Paid Ads,Returning
U1096,4/3/25 00:44,Requested Quote,Mobile,Paid Ads,Returning
U1096,4/3/25 00:53,Completed Eligibility Check,Desktop,Email Campaign,New
U1096,4/3/25 01:24,Viewed Premium Options,Mobile,Paid Ads,Returning
U1096,4/3/25 02:08,Started Application,Tablet,Organic,New
U1097,4/4/25 00:58,Visited Website,Mobile,Organic,Returning
U1097,4/4/25 01:21,Requested Quote,Tablet,Email Campaign,Returning
U1099,4/7/25 00:58,Visited Website,Tablet,Paid Ads,Returning
U1099,4/7/25 01:33,Requested Quote,Desktop,Referral,New
U1099,4/7/25 02:04,Completed Eligibility Check,Mobile,Paid Ads,Returning
U1099,4/7/25 02:10,Viewed Premium Options,Desktop,Email Campaign,Returning
U1099,4/7/25 02:27,Started Application,Desktop,Referral,New
U1100,4/3/25 00:36,Visited Website,Desktop,Organic,Returning
U1100,4/3/25 01:09,Requested Quote,Tablet,Organic,Returning
U1100,4/3/25 01:51,Completed Eligibility Check,Tablet,Referral,Returning
U1101,4/1/25 00:47,Visited Website,Tablet,Referral,Returning
U1101,4/1/25 01:13,Requested Quote,Tablet,Email Campaign,New
U1102,4/8/25 00:06,Visited Website,Mobile,Paid Ads,New
U1103,4/6/25 00:30,Visited Website,Mobile,Organic,New
U1103,4/6/25 01:02,Requested Quote,Tablet,Paid Ads,Returning
U1103,4/6/25 01:30,Completed Eligibility Check,Tablet,Organic,Returning
U1103,4/6/25 02:11,Viewed Premium Options,Mobile,Paid Ads,Returning
U1104,4/8/25 00:54,Visited Website,Desktop,Organic,Returning
U1104,4/8/25 01:23,Requested Quote,Desktop,Paid Ads,New
U1105,4/2/25 00:40,Visited Website,Tablet,Email Campaign,Returning
U1105,4/2/25 00:53,Requested Quote,Desktop,Organic,New
U1105,4/2/25 01:25,Completed Eligibility Check,Tablet,Email Campaign,Returning
U1105,4/2/25 02:11,Viewed Premium Options,Tablet,Organic,Returning
U1105,4/2/25 02:37,Started Application,Tablet,Organic,New
U1105,4/2/25 02:59,Uploaded Documents,Mobile,Organic,Returning
U1105,4/2/25 03:55,Purchased Policy,Desktop,Paid Ads,New
U1106,4/8/25 00:47,Visited Website,Mobile,Organic,New
U1106,4/8/25 00:58,Requested Quote,Desktop,Email Campaign,Returning
U1106,4/8/25 01:34,Completed Eligibility Check,Mobile,Paid Ads,New
U1106,4/8/25 02:29,Viewed Premium Options,Mobile,Paid Ads,New
U1107,4/7/25 00:33,Visited Website,Tablet,Organic,Returning
U1107,4/7/25 01:06,Requested Quote,Tablet,Referral,New
U1107,4/7/25 01:45,Completed Eligibility Check,Mobile,Paid Ads,New
U1108,4/3/25 00:50,Visited Website,Desktop,Organic,Returning
U1108,4/3/25 01:07,Requested Quote,Desktop,Email Campaign,New
U1108,4/3/25 01:17,Completed Eligibility Check,Tablet,Referral,Returning
U1109,4/9/25 00:51,Visited Website,Tablet,Paid Ads,New
U1109,4/9/25 01:41,Requested Quote,Desktop,Referral,Returning
U1109,4/9/25 02:31,Completed Eligibility Check,Desktop,Paid Ads,Returning
